starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
liers,liers.txt,2309,2,6,3.516674,8120,0,0,63,1108,1027,104,7,0
males,males.txt,2309,2,6,3.516674,8120,0,0,69,1084,1054,98,4,0
moler,moler.txt,2309,2,6,3.516674,8120,0,0,67,1098,1031,110,3,0
molie,molie.txt,2309,2,6,3.516674,8120,0,0,73,1091,1025,119,1,0
nigre,nigre.txt,2309,2,6,3.516674,8120,0,0,77,1087,1023,119,3,0
noust,noust.txt,2309,2,6,3.516674,8120,0,0,62,1099,1042,105,1,0
phase,phase.txt,2309,1,6,3.516674,8120,1,1,76,1090,1017,121,4,0
pirns,pirns.txt,2309,2,6,3.516674,8120,0,0,60,1107,1034,105,3,0
plaur,plaur.txt,2309,2,6,3.516674,8120,0,0,72,1080,1050,106,1,0
praty,praty.txt,2309,2,6,3.516674,8120,0,0,76,1072,1055,104,2,0
regot,regot.txt,2309,2,5,3.516674,8120,0,0,70,1068,1079,92,0,0
spald,spald.txt,2309,2,6,3.516674,8120,0,0,62,1100,1042,102,3,0
speir,speir.txt,2309,2,6,3.516674,8120,0,0,76,1086,1027,118,2,0
teams,teams.txt,2309,2,6,3.516674,8120,0,0,67,1096,1033,112,1,0
bolar,bolar.txt,2309,2,6,3.517107,8121,0,0,77,1068,1058,105,1,0
boral,boral.txt,2309,2,6,3.517107,8121,0,0,80,1052,1081,95,1,0
canti,canti.txt,2309,2,6,3.517107,8121,0,0,61,1087,1068,92,1,0
cauld,cauld.txt,2309,2,6,3.517107,8121,0,0,73,1070,1066,99,1,0
cream,cream.txt,2309,1,6,3.517107,8121,1,1,72,1100,1009,122,5,0
dimer,dimer.txt,2309,2,6,3.517107,8121,0,0,71,1088,1039,107,4,0
faire,faire.txt,2309,2,6,3.517107,8121,0,0,80,1074,1041,109,5,0
grand,grand.txt,2309,1,6,3.517107,8121,1,1,80,1062,1057,108,1,0
hired,hired.txt,2309,2,6,3.517107,8121,0,0,72,1084,1041,111,1,0
hosel,hosel.txt,2309,2,5,3.517107,8121,0,0,64,1097,1038,110,0,0
laich,laich.txt,2309,2,6,3.517107,8121,0,0,61,1115,1013,118,2,0
ragde,ragde.txt,2309,2,6,3.517107,8121,0,0,82,1063,1053,110,1,0
rames,rames.txt,2309,2,6,3.517107,8121,0,0,66,1090,1051,97,5,0
ruled,ruled.txt,2309,2,6,3.517107,8121,0,0,72,1074,1061,101,1,0
shoal,shoal.txt,2309,1,6,3.517107,8121,1,1,61,1122,996,126,3,0
staid,staid.txt,2309,1,6,3.517107,8121,1,1,70,1087,1038,111,2,0
terms,terms.txt,2309,2,6,3.517107,8121,0,0,62,1101,1037,108,1,0
trabs,trabs.txt,2309,2,6,3.517107,8121,0,0,61,1095,1053,98,2,0
adorn,adorn.txt,2309,1,6,3.51754,8122,1,1,72,1079,1048,106,3,0
algor,algor.txt,2309,2,6,3.51754,8122,0,0,78,1053,1084,93,1,0
baser,baser.txt,2309,2,6,3.51754,8122,0,0,74,1068,1068,96,3,0
boite,boite.txt,2309,2,6,3.51754,8122,0,0,72,1084,1041,110,2,0
bride,bride.txt,2309,1,6,3.51754,8122,1,1,68,1085,1047,106,2,0
claps,claps.txt,2309,2,6,3.51754,8122,0,0,65,1096,1037,110,1,0
comte,comte.txt,2309,2,6,3.51754,8122,0,0,61,1111,1021,113,3,0
debar,debar.txt,2309,1,6,3.51754,8122,1,1,71,1071,1066,98,2,0
decor,decor.txt,2309,1,6,3.51754,8122,1,1,67,1080,1059,101,1,0
eclat,eclat.txt,2309,1,6,3.51754,8122,1,1,80,1057,1067,102,2,0
filet,filet.txt,2309,1,6,3.51754,8122,1,1,90,1042,1067,107,2,0
gland,gland.txt,2309,1,6,3.51754,8122,1,1,76,1070,1053,107,2,0
harls,harls.txt,2309,2,6,3.51754,8122,0,0,54,1110,1042,102,1,0
harns,harns.txt,2309,2,6,3.51754,8122,0,0,61,1104,1033,110,1,0
hoser,hoser.txt,2309,2,6,3.51754,8122,0,0,76,1089,1019,123,2,0
lager,lager.txt,2309,1,6,3.51754,8122,1,1,82,1065,1045,114,2,0
lured,lured.txt,2309,2,6,3.51754,8122,0,0,72,1081,1047,107,2,0
macer,macer.txt,2309,2,6,3.51754,8122,0,0,82,1058,1064,102,3,0
netas,netas.txt,2309,2,6,3.51754,8122,0,0,56,1101,1055,95,2,0
noted,noted.txt,2309,2,6,3.51754,8122,0,0,71,1081,1049,107,1,0
olpae,olpae.txt,2309,2,6,3.51754,8122,0,0,62,1110,1019,116,2,0
petri,petri.txt,2309,2,6,3.51754,8122,0,0,66,1094,1041,104,4,0
pluot,pluot.txt,2309,2,6,3.51754,8122,0,0,66,1093,1040,109,1,0
porin,porin.txt,2309,2,6,3.51754,8122,0,0,66,1093,1043,103,4,0
ratus,ratus.txt,2309,2,6,3.51754,8122,0,0,59,1097,1054,97,2,0
rebit,rebit.txt,2309,2,6,3.51754,8122,0,0,80,1054,1076,98,1,0
roany,roany.txt,2309,2,6,3.51754,8122,0,0,72,1081,1048,105,3,0
runes,runes.txt,2309,2,6,3.51754,8122,0,0,74,1080,1044,108,3,0
stage,stage.txt,2309,1,6,3.51754,8122,1,1,57,1125,1003,118,5,0
tawse,tawse.txt,2309,2,6,3.51754,8122,0,0,62,1097,1046,101,3,0
thirl,thirl.txt,2309,2,6,3.51754,8122,0,0,66,1104,1021,114,4,0
turns,turns.txt,2309,2,6,3.51754,8122,0,0,61,1098,1048,98,4,0
acned,acned.txt,2309,2,5,3.517973,8123,0,0,63,1080,1073,93,0,0
biner,biner.txt,2309,2,6,3.517973,8123,0,0,77,1067,1060,102,3,0
laund,laund.txt,2309,2,6,3.517973,8123,0,0,62,1097,1044,104,2,0
meats,meats.txt,2309,2,6,3.517973,8123,0,0,70,1091,1033,112,3,0
molar,molar.txt,2309,1,6,3.517973,8123,1,1,75,1071,1052,109,1,0
pants,pants.txt,2309,2,6,3.517973,8123,0,0,62,1098,1042,105,2,0
regal,regal.txt,2309,1,6,3.517973,8123,1,1,72,1082,1042,108,4,0
safer,safer.txt,2309,1,6,3.517973,8123,1,1,58,1101,1045,101,3,0
torus,torus.txt,2309,1,6,3.517973,8123,1,1,68,1085,1046,107,2,0
unlet,unlet.txt,2309,2,6,3.517973,8123,0,0,77,1069,1054,108,1,0
almes,almes.txt,2309,2,6,3.518406,8124,0,0,61,1098,1047,98,5,0
anger,anger.txt,2309,1,6,3.518406,8124,1,1,78,1067,1053,106,4,0
bears,bears.txt,2309,2,6,3.518406,8124,0,0,72,1086,1037,110,4,0
blert,blert.txt,2309,2,6,3.518406,8124,0,0,73,1077,1053,101,5,0
claim,claim.txt,2309,1,6,3.518406,8124,1,1,71,1077,1054,102,4,0
coarb,coarb.txt,2309,2,6,3.518406,8124,0,0,69,1068,1080,90,2,0
deros,deros.txt,2309,2,6,3.518406,8124,0,0,59,1096,1056,94,4,0
dirge,dirge.txt,2309,1,6,3.518406,8124,1,1,71,1080,1047,107,3,0
dolts,dolts.txt,2309,2,6,3.518406,8124,0,0,60,1094,1056,96,3,0
gride,gride.txt,2309,2,6,3.518406,8124,0,0,70,1088,1038,110,3,0
haled,haled.txt,2309,2,6,3.518406,8124,0,0,71,1075,1060,101,2,0
halon,halon.txt,2309,2,5,3.518406,8124,0,0,62,1106,1023,118,0,0
leaps,leaps.txt,2309,2,6,3.518406,8124,0,0,74,1083,1036,113,3,0
miles,miles.txt,2309,2,6,3.518406,8124,0,0,67,1088,1046,106,2,0
parti,parti.txt,2309,2,6,3.518406,8124,0,0,63,1093,1049,101,3,0
proas,proas.txt,2309,2,6,3.518406,8124,0,0,69,1089,1040,107,4,0
roach,roach.txt,2309,1,6,3.518406,8124,1,1,70,1095,1022,116,5,0
strad,strad.txt,2309,2,6,3.518406,8124,0,0,59,1096,1054,98,2,0
styre,styre.txt,2309,2,6,3.518406,8124,0,0,45,1120,1050,90,4,0
super,super.txt,2309,1,6,3.518406,8124,1,1,78,1074,1040,111,5,0
talus,talus.txt,2309,2,6,3.518406,8124,0,0,58,1101,1048,99,3,0
tapis,tapis.txt,2309,2,6,3.518406,8124,0,0,73,1065,1075,93,3,0
bares,bares.txt,2309,2,6,3.518839,8125,0,0,73,1072,1059,103,2,0
biont,biont.txt,2309,2,6,3.518839,8125,0,0,73,1075,1053,106,2,0
biter,biter.txt,2309,2,6,3.518839,8125,0,0,78,1063,1061,106,1,0
comae,comae.txt,2309,2,6,3.518839,8125,0,0,68,1093,1033,112,3,0
erica,erica.txt,2309,2,6,3.518839,8125,0,0,68,1106,1011,117,7,0
frise,frise.txt,2309,2,6,3.518839,8125,0,0,74,1079,1044,108,4,0
glans,glans.txt,2309,2,6,3.518839,8125,0,0,70,1090,1032,115,2,0
hails,hails.txt,2309,2,6,3.518839,8125,0,0,56,1117,1023,108,5,0
leish,leish.txt,2309,2,6,3.518839,8125,0,0,58,1116,1021,107,7,0
mince,mince.txt,2309,1,6,3.518839,8125,1,1,61,1097,1042,105,3,0
pairs,pairs.txt,2309,2,6,3.518839,8125,0,0,66,1101,1024,114,4,0
pause,pause.txt,2309,1,6,3.518839,8125,1,1,67,1098,1024,114,5,0
percs,percs.txt,2309,2,6,3.518839,8125,0,0,71,1064,1081,91,2,0
pirls,pirls.txt,2309,2,6,3.518839,8125,0,0,63,1100,1035,107,4,0
plets,plets.txt,2309,2,6,3.518839,8125,0,0,76,1079,1037,114,3,0
plots,plots.txt,2309,2,6,3.518839,8125,0,0,73,1060,1082,93,1,0
porge,porge.txt,2309,2,6,3.518839,8125,0,0,63,1107,1019,118,2,0
poult,poult.txt,2309,2,6,3.518839,8125,0,0,66,1096,1031,115,1,0
routs,routs.txt,2309,2,6,3.518839,8125,0,0,61,1096,1047,103,2,0
sadhe,sadhe.txt,2309,2,6,3.518839,8125,0,0,54,1114,1032,107,2,0
serai,serai.txt,2309,2,6,3.518839,8125,0,0,53,1137,990,126,3,0
trims,trims.txt,2309,2,6,3.518839,8125,0,0,65,1081,1065,96,2,0
blaes,blaes.txt,2309,2,5,3.519272,8126,0,0,65,1076,1072,96,0,0
bodle,bodle.txt,2309,2,6,3.519272,8126,0,0,77,1068,1053,110,1,0
bores,bores.txt,2309,2,6,3.519272,8126,0,0,69,1075,1064,99,2,0
brame,brame.txt,2309,2,6,3.519272,8126,0,0,80,1075,1033,117,4,0
buret,buret.txt,2309,2,6,3.519272,8126,0,0,87,1050,1062,106,4,0
cupel,cupel.txt,2309,2,6,3.519272,8126,0,0,70,1082,1047,108,2,0
heals,heals.txt,2309,2,6,3.519272,8126,0,0,69,1095,1028,111,6,0
linos,linos.txt,2309,2,6,3.519272,8126,0,0,59,1100,1043,106,1,0
meils,meils.txt,2309,2,6,3.519272,8126,0,0,71,1082,1044,110,2,0
minae,minae.txt,2309,2,6,3.519272,8126,0,0,74,1099,1004,127,5,0
moral,moral.txt,2309,1,6,3.519272,8126,1,1,71,1076,1052,107,2,0
peons,peons.txt,2309,2,6,3.519272,8126,0,0,67,1075,1069,97,1,0
ratio,ratio.txt,2309,1,6,3.519272,8126,1,1,76,1077,1037,114,4,0
tabls,tabls.txt,2309,2,6,3.519272,8126,0,0,65,1083,1061,97,3,0
tinge,tinge.txt,2309,2,6,3.519272,8126,0,0,69,1077,1060,101,2,0
angel,angel.txt,2309,1,6,3.519706,8127,1,1,83,1054,1061,106,4,0
beals,beals.txt,2309,2,5,3.519706,8127,0,0,73,1068,1063,105,0,0
dines,dines.txt,2309,2,6,3.519706,8127,0,0,68,1081,1055,102,3,0
grano,grano.txt,2309,2,5,3.519706,8127,0,0,72,1074,1054,109,0,0
groan,groan.txt,2309,1,6,3.519706,8127,1,1,71,1079,1045,111,2,0
hires,hires.txt,2309,2,6,3.519706,8127,0,0,71,1092,1023,121,2,0
leman,leman.txt,2309,2,6,3.519706,8127,0,0,77,1065,1060,104,3,0
oncer,oncer.txt,2309,2,6,3.519706,8127,0,0,62,1080,1074,91,2,0
party,party.txt,2309,1,6,3.519706,8127,1,1,82,1043,1085,95,3,0
pined,pined.txt,2309,2,6,3.519706,8127,0,0,71,1071,1064,102,1,0
reate,reate.txt,2309,2,6,3.519706,8127,0,0,66,1100,1025,113,5,0
rimed,rimed.txt,2309,2,6,3.519706,8127,0,0,74,1073,1053,106,3,0
spurt,spurt.txt,2309,1,6,3.519706,8127,1,1,72,1072,1055,108,1,0
tames,tames.txt,2309,2,6,3.519706,8127,0,0,62,1096,1041,109,1,0
tyran,tyran.txt,2309,2,6,3.519706,8127,0,0,58,1101,1043,106,1,0
yearn,yearn.txt,2309,1,6,3.519706,8127,1,1,59,1095,1053,95,6,0
comet,comet.txt,2309,1,6,3.520139,8128,1,1,62,1096,1037,111,2,0
crony,crony.txt,2309,1,6,3.520139,8128,1,1,59,1086,1065,97,1,0
decan,decan.txt,2309,2,6,3.520139,8128,0,0,69,1076,1059,104,1,0
flote,flote.txt,2309,2,6,3.520139,8128,0,0,74,1051,1097,83,4,0
irons,irons.txt,2309,2,6,3.520139,8128,0,0,54,1109,1039,105,2,0
pelas,pelas.txt,2309,2,6,3.520139,8128,0,0,83,1065,1041,117,3,0
scena,scena.txt,2309,2,6,3.520139,8128,0,0,64,1083,1060,101,1,0
shorl,shorl.txt,2309,2,6,3.520139,8128,0,0,63,1094,1043,106,3,0
tamed,tamed.txt,2309,2,5,3.520139,8128,0,0,79,1053,1074,103,0,0
ticed,ticed.txt,2309,2,5,3.520139,8128,0,0,76,1058,1073,102,0,0
toads,toads.txt,2309,2,6,3.520139,8128,0,0,61,1099,1039,107,3,0
trema,trema.txt,2309,2,6,3.520139,8128,0,0,83,1064,1044,114,4,0
worse,worse.txt,2309,1,6,3.520139,8128,1,1,70,1083,1040,112,3,0
aroid,aroid.txt,2309,2,6,3.520572,8129,0,0,84,1076,1015,131,3,0
basen,basen.txt,2309,2,6,3.520572,8129,0,0,72,1054,1093,89,1,0
blats,blats.txt,2309,2,6,3.520572,8129,0,0,62,1078,1078,87,4,0
blent,blent.txt,2309,2,6,3.520572,8129,0,0,65,1076,1070,97,1,0
broil,broil.txt,2309,1,6,3.520572,8129,1,1,65,1088,1044,108,3,0
clams,clams.txt,2309,2,6,3.520572,8129,0,0,71,1070,1066,99,3,0
corey,corey.txt,2309,2,6,3.520572,8129,0,0,66,1088,1044,109,2,0
cosed,cosed.txt,2309,2,6,3.520572,8129,0,0,58,1091,1061,98,1,0
diels,diels.txt,2309,2,6,3.520572,8129,0,0,65,1092,1041,107,4,0
enols,enols.txt,2309,2,6,3.520572,8129,0,0,62,1093,1045,108,1,0
front,front.txt,2309,1,6,3.520572,8129,1,1,69,1070,1067,100,2,0
gault,gault.txt,2309,2,6,3.520572,8129,0,0,70,1072,1064,101,2,0
gulet,gulet.txt,2309,2,6,3.520572,8129,0,0,77,1076,1035,119,2,0
horal,horal.txt,2309,2,6,3.520572,8129,0,0,68,1093,1028,118,2,0
lenti,lenti.txt,2309,2,5,3.520572,8129,0,0,63,1085,1057,104,0,0
lutea,lutea.txt,2309,2,6,3.520572,8129,0,0,69,1078,1054,107,1,0
mesal,mesal.txt,2309,2,6,3.520572,8129,0,0,71,1084,1041,107,6,0
noble,noble.txt,2309,1,6,3.520572,8129,1,1,66,1077,1062,101,2,0
ontal,ontal.txt,2309,2,6,3.520572,8129,0,0,73,1078,1045,109,4,0
parid,parid.txt,2309,2,5,3.520572,8129,0,0,68,1090,1032,119,0,0
potes,potes.txt,2309,2,5,3.520572,8129,0,0,66,1073,1072,98,0,0
rauns,rauns.txt,2309,2,6,3.520572,8129,0,0,56,1092,1065,95,1,0
recut,recut.txt,2309,1,6,3.520572,8129,1,1,72,1062,1077,92,5,0
repla,repla.txt,2309,2,6,3.520572,8129,0,0,73,1069,1060,106,1,0
resod,resod.txt,2309,2,6,3.520572,8129,0,0,62,1082,1069,93,3,0
speil,speil.txt,2309,2,5,3.520572,8129,0,0,79,1063,1053,114,0,0
toeas,toeas.txt,2309,2,6,3.520572,8129,0,0,58,1128,991,127,5,0
topes,topes.txt,2309,2,6,3.520572,8129,0,0,61,1088,1058,101,1,0
trady,trady.txt,2309,2,6,3.520572,8129,0,0,67,1085,1049,104,4,0
yrent,yrent.txt,2309,2,6,3.520572,8129,0,0,53,1104,1051,99,2,0
chair,chair.txt,2309,1,6,3.521005,8130,1,1,67,1098,1020,117,6,0
crams,crams.txt,2309,2,6,3.521005,8130,0,0,77,1056,1074,100,2,0
dalis,dalis.txt,2309,2,6,3.521005,8130,0,0,65,1095,1033,113,3,0
doble,doble.txt,2309,2,6,3.521005,8130,0,0,75,1067,1057,109,1,0
dotes,dotes.txt,2309,2,6,3.521005,8130,0,0,67,1074,1068,98,2,0
dunce,dunce.txt,2309,1,6,3.521005,8130,1,1,66,1093,1030,116,3,0
hurst,hurst.txt,2309,2,6,3.521005,8130,0,0,80,1084,1013,126,6,0
idant,idant.txt,2309,2,6,3.521005,8130,0,0,69,1076,1058,104,2,0
karst,karst.txt,2309,2,6,3.521005,8130,0,0,56,1102,1044,106,1,0
lanch,lanch.txt,2309,2,6,3.521005,8130,0,0,60,1097,1042,109,1,0
manes,manes.txt,2309,2,6,3.521005,8130,0,0,61,1087,1061,97,3,0
noels,noels.txt,2309,2,6,3.521005,8130,0,0,59,1098,1045,104,3,0
oncet,oncet.txt,2309,2,6,3.521005,8130,0,0,71,1070,1063,104,1,0
paris,paris.txt,2309,2,6,3.521005,8130,0,0,71,1081,1043,111,3,0
pines,pines.txt,2309,2,6,3.521005,8130,0,0,61,1086,1063,96,3,0
plica,plica.txt,2309,2,6,3.521005,8130,0,0,66,1085,1049,107,2,0
ramon,ramon.txt,2309,2,6,3.521005,8130,0,0,83,1063,1041,121,1,0
rands,rands.txt,2309,2,6,3.521005,8130,0,0,66,1067,1085,89,2,0
repas,repas.txt,2309,2,6,3.521005,8130,0,0,67,1076,1065,98,3,0
simar,simar.txt,2309,2,5,3.521005,8130,0,0,65,1099,1022,123,0,0
spred,spred.txt,2309,2,6,3.521005,8130,0,0,61,1084,1065,98,1,0
sware,sware.txt,2309,2,6,3.521005,8130,0,0,65,1090,1044,106,4,0
syren,syren.txt,2309,2,6,3.521005,8130,0,0,57,1096,1055,98,3,0
trave,trave.txt,2309,2,6,3.521005,8130,0,0,66,1091,1038,111,3,0
alcid,alcid.txt,2309,2,6,3.521438,8131,0,0,74,1069,1056,108,2,0
arete,arete.txt,2309,2,6,3.521438,8131,0,0,66,1090,1040,109,4,0
atrip,atrip.txt,2309,2,6,3.521438,8131,0,0,67,1078,1062,97,5,0
brand,brand.txt,2309,1,6,3.521438,8131,1,1,74,1054,1082,96,2,0
calms,calms.txt,2309,2,6,3.521438,8131,0,0,60,1094,1048,105,2,0
chals,chals.txt,2309,2,6,3.521438,8131,0,0,66,1088,1042,111,2,0
dirts,dirts.txt,2309,2,6,3.521438,8131,0,0,57,1088,1072,87,5,0
dulce,dulce.txt,2309,2,6,3.521438,8131,0,0,64,1084,1056,103,2,0
glent,glent.txt,2309,2,6,3.521438,8131,0,0,67,1078,1061,99,4,0
gored,gored.txt,2309,2,6,3.521438,8131,0,0,65,1072,1078,91,3,0
incel,incel.txt,2309,2,6,3.521438,8131,0,0,72,1088,1024,123,2,0
lands,lands.txt,2309,2,6,3.521438,8131,0,0,60,1088,1060,99,2,0
larch,larch.txt,2309,2,6,3.521438,8131,0,0,67,1087,1040,114,1,0
liras,liras.txt,2309,2,6,3.521438,8131,0,0,69,1085,1042,108,5,0
lodes,lodes.txt,2309,2,5,3.521438,8131,0,0,67,1091,1031,120,0,0
mails,mails.txt,2309,2,6,3.521438,8131,0,0,66,1085,1051,102,5,0
nelis,nelis.txt,2309,2,5,3.521438,8131,0,0,71,1070,1061,107,0,0
noirs,noirs.txt,2309,2,6,3.521438,8131,0,0,58,1112,1020,115,4,0
peris,peris.txt,2309,2,6,3.521438,8131,0,0,72,1081,1038,116,2,0
raids,raids.txt,2309,2,6,3.521438,8131,0,0,67,1074,1068,97,3,0
rainy,rainy.txt,2309,1,5,3.521438,8131,1,1,63,1082,1057,106,0,0
raphe,raphe.txt,2309,2,6,3.521438,8131,0,0,68,1073,1066,100,2,0
retam,retam.txt,2309,2,6,3.521438,8131,0,0,77,1060,1067,101,4,0
scope,scope.txt,2309,1,6,3.521438,8131,1,1,66,1070,1075,94,3,0
snary,snary.txt,2309,2,6,3.521438,8131,0,0,62,1110,1014,117,6,0
tansu,tansu.txt,2309,2,6,3.521438,8131,0,0,52,1107,1048,98,4,0
terne,terne.txt,2309,2,6,3.521438,8131,0,0,71,1076,1053,105,4,0
thiol,thiol.txt,2309,2,6,3.521438,8131,0,0,66,1090,1038,113,2,0
togae,togae.txt,2309,2,6,3.521438,8131,0,0,67,1086,1042,113,1,0
ursae,ursae.txt,2309,2,6,3.521438,8131,0,0,52,1129,1005,118,5,0
worst,worst.txt,2309,1,6,3.521438,8131,1,1,72,1079,1039,115,3,0
yrapt,yrapt.txt,2309,2,6,3.521438,8131,0,0,62,1086,1058,101,2,0
afret,afret.txt,2309,2,6,3.521871,8132,0,0,69,1064,1080,94,2,0
arcos,arcos.txt,2309,2,6,3.521871,8132,0,0,66,1076,1065,100,2,0
areic,areic.txt,2309,2,6,3.521871,8132,0,0,52,1120,1023,108,6,0
caped,caped.txt,2309,2,5,3.521871,8132,0,0,68,1071,1067,103,0,0
cutie,cutie.txt,2309,1,6,3.521871,8132,1,1,71,1073,1052,110,2,0
eldin,eldin.txt,2309,2,6,3.521871,8132,0,0,76,1069,1052,107,5,0
feist,feist.txt,2309,2,6,3.521871,8132,0,0,80,1064,1052,106,7,0
galed,galed.txt,2309,2,6,3.521871,8132,0,0,80,1042,1091,94,2,0
gaols,gaols.txt,2309,2,6,3.521871,8132,0,0,66,1091,1037,111,4,0
gores,gores.txt,2309,2,6,3.521871,8132,0,0,66,1085,1047,109,2,0
heils,heils.txt,2309,2,6,3.521871,8132,0,0,62,1102,1028,112,5,0
pedal,pedal.txt,2309,1,6,3.521871,8132,1,1,81,1051,1066,108,2,0
reams,reams.txt,2309,2,6,3.521871,8132,0,0,69,1086,1038,112,4,0
rules,rules.txt,2309,2,6,3.521871,8132,0,0,70,1086,1033,118,2,0
rutin,rutin.txt,2309,2,6,3.521871,8132,0,0,73,1090,1017,126,3,0
shute,shute.txt,2309,2,6,3.521871,8132,0,0,70,1096,1016,122,5,0
soily,soily.txt,2309,2,6,3.521871,8132,0,0,59,1116,1009,120,5,0
spaed,spaed.txt,2309,2,6,3.521871,8132,0,0,69,1067,1076,93,4,0
toney,toney.txt,2309,2,6,3.521871,8132,0,0,77,1070,1043,118,1,0
abort,abort.txt,2309,1,6,3.522304,8133,1,1,73,1076,1041,114,4,0
acnes,acnes.txt,2309,2,6,3.522304,8133,0,0,58,1090,1061,97,3,0
actin,actin.txt,2309,2,6,3.522304,8133,0,0,74,1061,1070,102,2,0
bland,bland.txt,2309,1,6,3.522304,8133,1,1,66,1077,1057,107,1,0
carom,carom.txt,2309,2,6,3.522304,8133,0,0,89,1044,1060,113,3,0
chape,chape.txt,2309,2,6,3.522304,8133,0,0,71,1084,1034,117,3,0
ecard,ecard.txt,2309,2,6,3.522304,8133,0,0,78,1061,1058,110,2,0
glean,glean.txt,2309,1,6,3.522304,8133,1,1,84,1044,1071,106,3,0
gnarl,gnarl.txt,2309,2,6,3.522304,8133,0,0,74,1067,1059,106,3,0
grein,grein.txt,2309,2,6,3.522304,8133,0,0,74,1085,1025,120,5,0
haets,haets.txt,2309,2,6,3.522304,8133,0,0,61,1102,1028,115,3,0
herls,herls.txt,2309,2,6,3.522304,8133,0,0,60,1095,1044,108,2,0
liger,liger.txt,2309,2,6,3.522304,8133,0,0,81,1042,1086,99,1,0
loach,loach.txt,2309,2,6,3.522304,8133,0,0,61,1109,1016,118,5,0
loris,loris.txt,2309,2,6,3.522304,8133,0,0,66,1084,1048,109,2,0
pelon,pelon.txt,2309,2,6,3.522304,8133,0,0,66,1081,1053,108,1,0
polts,polts.txt,2309,2,6,3.522304,8133,0,0,70,1067,1070,100,2,0
rages,rages.txt,2309,2,6,3.522304,8133,0,0,70,1073,1059,104,3,0
rosti,rosti.txt,2309,2,6,3.522304,8133,0,0,61,1091,1048,108,1,0
scarp,scarp.txt,2309,2,5,3.522304,8133,0,0,67,1075,1061,106,0,0
slyer,slyer.txt,2309,2,6,3.522304,8133,0,0,56,1095,1055,102,1,0
tramp,tramp.txt,2309,1,6,3.522304,8133,1,1,67,1068,1072,100,1,0
barns,barns.txt,2309,2,6,3.522737,8134,0,0,64,1081,1060,101,3,0
blame,blame.txt,2309,1,6,3.522737,8134,1,1,77,1051,1079,96,5,0
craig,craig.txt,2309,2,6,3.522737,8134,0,0,60,1096,1044,104,5,0
crake,crake.txt,2309,2,6,3.522737,8134,0,0,74,1082,1030,118,5,0
daris,daris.txt,2309,2,6,3.522737,8134,0,0,65,1089,1042,109,4,0
ergot,ergot.txt,2309,2,6,3.522737,8134,0,0,64,1093,1035,115,2,0
goals,goals.txt,2309,2,6,3.522737,8134,0,0,68,1083,1043,113,2,0
grope,grope.txt,2309,1,6,3.522737,8134,1,1,68,1080,1047,109,4,0
lepta,lepta.txt,2309,2,6,3.522737,8134,0,0,85,1039,1081,101,3,0
lidar,lidar.txt,2309,2,6,3.522737,8134,0,0,75,1058,1073,100,3,0
linac,linac.txt,2309,2,6,3.522737,8134,0,0,65,1085,1050,105,4,0
pains,pains.txt,2309,2,6,3.522737,8134,0,0,65,1085,1049,107,3,0
pinol,pinol.txt,2309,2,6,3.522737,8134,0,0,66,1090,1036,114,3,0
plead,plead.txt,2309,1,6,3.522737,8134,1,1,79,1044,1083,101,1,0
porth,porth.txt,2309,2,6,3.522737,8134,0,0,71,1075,1050,111,2,0
proem,proem.txt,2309,2,6,3.522737,8134,0,0,72,1085,1029,119,4,0
puler,puler.txt,2309,2,6,3.522737,8134,0,0,74,1073,1045,115,2,0
ripes,ripes.txt,2309,2,6,3.522737,8134,0,0,71,1078,1044,114,2,0
salud,salud.txt,2309,2,6,3.522737,8134,0,0,64,1085,1052,105,3,0
scold,scold.txt,2309,1,6,3.522737,8134,1,1,54,1090,1067,95,2,0
spain,spain.txt,2309,2,6,3.522737,8134,0,0,78,1068,1044,116,3,0
